ZONE,COUNTY,MODE,TRIPS
443,Hillsborough County,AUTO,10967
443,Hillsborough County,BIKE,75
443,Hillsborough County,TRANSIT,18
443,Hillsborough County,WALK,1128
444,Hillsborough County,AUTO,347
445,Hillsborough County,AUTO,4717
446,Hillsborough County,AUTO,3959
447,Hillsborough County,AUTO,6547
447,Hillsborough County,WALK,1342
448,Hillsborough County,AUTO,9654
448,Hillsborough County,TRANSIT,12
449,Hillsborough County,AUTO,5230
450,Hillsborough County,AUTO,1391
451,Hillsborough County,AUTO,4800
452,Hillsborough County,AUTO,8164
452,Hillsborough County,WALK,6
453,Hillsborough County,AUTO,5383
454,Hillsborough County,AUTO,5250
454,Hillsborough County,TRANSIT,2769
455,Hillsborough County,AUTO,11643
455,Hillsborough County,TNC,2887
456,Hillsborough County,AUTO,7989
456,Hillsborough County,TRANSIT,175
456,Hillsborough County,WALK,41
457,Hillsborough County,AUTO,8892
457,Hillsborough County,TNC,3302
458,Hillsborough County,AUTO,11771
458,Hillsborough County,SHUTTLE VANPOOL,64
458,Hillsborough County,WALK,1336
459,Hillsborough County,AUTO,2313
460,Hillsborough County,AUTO,3537
460,Hillsborough County,WALK,669
461,Hillsborough County,AUTO,3471
461,Hillsborough County,TNC,9
462,Hillsborough County,AUTO,281
463,Hillsborough County,AUTO,1768
464,Hillsborough County,AUTO,5599
465,Hillsborough County,AUTO,14384
465,Hillsborough County,SHUTTLE VANPOOL,343
465,Hillsborough County,TRANSIT,958
466,Hillsborough County,AUTO,1295
467,Hillsborough County,AUTO,21638
467,Hillsborough County,TRANSIT,210
468,Hillsborough County,AUTO,6536
469,Hillsborough County,AUTO,5454
470,Hillsborough County,AUTO,122
471,Hillsborough County,AUTO,1848
472,Hillsborough County,AUTO,1914
473,Hillsborough County,AUTO,681
473,Hillsborough County,TRANSIT,150
474,Hillsborough County,AUTO,152
475,Hillsborough County,AUTO,2954
475,Hillsborough County,WALK,81
476,Hillsborough County,AUTO,12640
476,Hillsborough County,WALK,730
477,Hillsborough County,AUTO,10372
477,Hillsborough County,TNC,99
477,Hillsborough County,WALK,32
478,Hillsborough County,AUTO,2734
479,Hillsborough County,AUTO,310
480,Hillsborough County,AUTO,3152
480,Hillsborough County,WALK,55
481,Hillsborough County,AUTO,4927
481,Hillsborough County,WALK,42
482,Hillsborough County,AUTO,4386
482,Hillsborough County,WALK,1066
483,Hillsborough County,AUTO,2303
483,Hillsborough County,WALK,177
484,Hillsborough County,AUTO,1243
484,Hillsborough County,WALK,177
485,Hillsborough County,AUTO,4280
485,Hillsborough County,WALK,56
486,Hillsborough County,AUTO,583
487,Hillsborough County,AUTO,10133
488,Hillsborough County,AUTO,2948
489,Hillsborough County,AUTO,1631
490,Hillsborough County,AUTO,332
491,Hillsborough County,AUTO,2716
491,Hillsborough County,WALK,7
492,Hillsborough County,AUTO,4220
492,Hillsborough County,WALK,204
493,Hillsborough County,AUTO,9335
494,Hillsborough County,AUTO,3535
495,Hillsborough County,AUTO,4079
496,Hillsborough County,AUTO,6124
497,Hillsborough County,AUTO,4863
497,Hillsborough County,WALK,581
498,Hillsborough County,AUTO,8405
498,Hillsborough County,BIKE,1196
498,Hillsborough County,WALK,740
499,Hillsborough County,AUTO,1077
499,Hillsborough County,WALK,258
500,Hillsborough County,AUTO,18
501,Hillsborough County,AUTO,197
502,Hillsborough County,AUTO,410
503,Hillsborough County,AUTO,16810
503,Hillsborough County,BIKE,101
503,Hillsborough County,WALK,399
504,Hillsborough County,AUTO,36231
504,Hillsborough County,WALK,377
505,Hillsborough County,AUTO,4642
505,Hillsborough County,WALK,23
506,Hillsborough County,AUTO,3033
506,Hillsborough County,WALK,573
507,Hillsborough County,AUTO,5114
507,Hillsborough County,WALK,5
508,Hillsborough County,AUTO,3262
509,Hillsborough County,AUTO,11979
509,Hillsborough County,WALK,3
510,Hillsborough County,AUTO,3551
510,Hillsborough County,WALK,2484
511,Hillsborough County,AUTO,12908
511,Hillsborough County,BIKE,1018
511,Hillsborough County,CAR SHARE,18
511,Hillsborough County,WALK,345
512,Hillsborough County,AUTO,6597
512,Hillsborough County,WALK,1946
513,Hillsborough County,AUTO,3865
513,Hillsborough County,WALK,282
514,Hillsborough County,AUTO,5799
514,Hillsborough County,WALK,937
515,Hillsborough County,AUTO,7724
515,Hillsborough County,TRANSIT,535
515,Hillsborough County,WALK,81
516,Hillsborough County,AUTO,5448
516,Hillsborough County,WALK,345
517,Hillsborough County,AUTO,20551
517,Hillsborough County,BIKE,3680
517,Hillsborough County,OTHER,119
517,Hillsborough County,WALK,23750
518,Hillsborough County,AUTO,1880
518,Hillsborough County,CAR SHARE,18
518,Hillsborough County,WALK,244
519,Hillsborough County,AUTO,6770
519,Hillsborough County,WALK,226
520,Hillsborough County,AUTO,3453
520,Hillsborough County,WALK,2097
521,Hillsborough County,AUTO,30720
521,Hillsborough County,TRANSIT,100
522,Hillsborough County,AUTO,36700
522,Hillsborough County,TNC,267
522,Hillsborough County,TRANSIT,1196
522,Hillsborough County,WALK,4063
523,Hillsborough County,AUTO,5485
524,Hillsborough County,AUTO,39738
524,Hillsborough County,WALK,364
525,Hillsborough County,AUTO,10166
525,Hillsborough County,BIKE,1196
525,Hillsborough County,CAR SHARE,6
525,Hillsborough County,TRANSIT,1196
525,Hillsborough County,WALK,2388
526,Hillsborough County,AUTO,15366
526,Hillsborough County,WALK,6506
527,Hillsborough County,AUTO,241
528,Hillsborough County,AUTO,747
528,Hillsborough County,WALK,79
529,Hillsborough County,AUTO,5086
529,Hillsborough County,LONG DIST PASS,3854
530,Hillsborough County,AUTO,868
531,Hillsborough County,AUTO,1939
531,Hillsborough County,WALK,2050
532,Hillsborough County,AUTO,442
533,Hillsborough County,AUTO,2482
534,Hillsborough County,AUTO,9212
534,Hillsborough County,SHUTTLE VANPOOL,64
534,Hillsborough County,WALK,128
535,Hillsborough County,AUTO,3926
535,Hillsborough County,WALK,608
536,Hillsborough County,AUTO,62
536,Hillsborough County,WALK,124
537,Hillsborough County,AUTO,6112
537,Hillsborough County,CAR SHARE,6
538,Hillsborough County,AUTO,1975
538,Hillsborough County,TRANSIT,100
539,Hillsborough County,AUTO,6692
539,Hillsborough County,OTHER,28
540,Hillsborough County,AUTO,101371
540,Hillsborough County,WALK,366
541,Hillsborough County,AUTO,31202
541,Hillsborough County,OTHER,5637
541,Hillsborough County,SHUTTLE VANPOOL,219
541,Hillsborough County,WALK,668
542,Hillsborough County,AUTO,11977
542,Hillsborough County,WALK,1011
543,Hillsborough County,AUTO,1012
543,Hillsborough County,TRANSIT,6
544,Hillsborough County,AUTO,2276
544,Hillsborough County,WALK,535
545,Hillsborough County,AUTO,1767
546,Hillsborough County,AUTO,3946
546,Hillsborough County,WALK,1874
547,Hillsborough County,AUTO,3529
547,Hillsborough County,TRANSIT,6
547,Hillsborough County,WALK,2928
548,Hillsborough County,AUTO,2874
548,Hillsborough County,WALK,446
549,Hillsborough County,AUTO,611
551,Hillsborough County,AUTO,351
552,Hillsborough County,AUTO,4695
552,Hillsborough County,BIKE,99
552,Hillsborough County,WALK,982
553,Hillsborough County,AUTO,3579
553,Hillsborough County,WALK,1047
555,Hillsborough County,AUTO,125
556,Hillsborough County,AUTO,297
556,Hillsborough County,WALK,508
557,Hillsborough County,AUTO,32
558,Hillsborough County,AUTO,18305
559,Hillsborough County,AUTO,2271
560,Hillsborough County,AUTO,56
561,Hillsborough County,AUTO,1275
562,Hillsborough County,AUTO,1455
563,Hillsborough County,AUTO,54
564,Hillsborough County,AUTO,7230
565,Hillsborough County,AUTO,2083
565,Hillsborough County,SCHOOL BUS,1613
565,Hillsborough County,TRANSIT,111
566,Hillsborough County,AUTO,31
567,Hillsborough County,AUTO,6280
567,Hillsborough County,TRANSIT,106
567,Hillsborough County,WALK,2088
568,Hillsborough County,AUTO,4078
568,Hillsborough County,WALK,500
569,Hillsborough County,AUTO,46
570,Hillsborough County,AUTO,418
571,Hillsborough County,AUTO,3517
571,Hillsborough County,TRANSIT,256
571,Hillsborough County,WALK,1899
572,Hillsborough County,AUTO,1989
572,Hillsborough County,TRANSIT,9
572,Hillsborough County,WALK,1644
573,Hillsborough County,AUTO,1748
574,Hillsborough County,AUTO,656
574,Hillsborough County,BIKE,23
574,Hillsborough County,WALK,72
575,Hillsborough County,AUTO,1480
576,Hillsborough County,AUTO,290
577,Hillsborough County,AUTO,4133
577,Hillsborough County,BIKE,661
577,Hillsborough County,WALK,39
578,Hillsborough County,AUTO,2922
578,Hillsborough County,BIKE,239
579,Hillsborough County,AUTO,2146
579,Hillsborough County,WALK,76
580,Hillsborough County,AUTO,1751
580,Hillsborough County,BIKE,79
580,Hillsborough County,CAR SHARE,116
580,Hillsborough County,SCHOOL BUS,79
580,Hillsborough County,TNC,5
580,Hillsborough County,WALK,4644
581,Hillsborough County,AUTO,98
581,Hillsborough County,WALK,195
582,Hillsborough County,AUTO,140
582,Hillsborough County,BIKE,1
582,Hillsborough County,WALK,2460
583,Hillsborough County,AUTO,377
583,Hillsborough County,WALK,9
584,Hillsborough County,AUTO,362
584,Hillsborough County,BIKE,160
584,Hillsborough County,CAR SHARE,18
584,Hillsborough County,WALK,437
585,Hillsborough County,AUTO,439
585,Hillsborough County,TNC,9
585,Hillsborough County,TRANSIT,191
585,Hillsborough County,WALK,218
586,Hillsborough County,AUTO,436
586,Hillsborough County,TNC,5
586,Hillsborough County,WALK,314
588,Hillsborough County,AUTO,260
588,Hillsborough County,BIKE,6
588,Hillsborough County,WALK,112
589,Hillsborough County,AUTO,79
589,Hillsborough County,WALK,6
590,Hillsborough County,AUTO,9062
590,Hillsborough County,TRANSIT,775
590,Hillsborough County,WALK,2205
591,Hillsborough County,AUTO,657
591,Hillsborough County,BIKE,79
591,Hillsborough County,TRANSIT,71
591,Hillsborough County,WALK,265
592,Hillsborough County,AUTO,211
593,Hillsborough County,AUTO,6
594,Hillsborough County,AUTO,837
594,Hillsborough County,BIKE,79
594,Hillsborough County,TRANSIT,69
595,Hillsborough County,AUTO,195
596,Hillsborough County,AUTO,2095
597,Hillsborough County,AUTO,2463
598,Hillsborough County,AUTO,8461
598,Hillsborough County,BIKE,158
598,Hillsborough County,SHUTTLE VANPOOL,272
598,Hillsborough County,TRANSIT,144
598,Hillsborough County,WALK,880
599,Hillsborough County,AUTO,933
599,Hillsborough County,WALK,55
600,Hillsborough County,AUTO,11486
600,Hillsborough County,BIKE,368
600,Hillsborough County,TNC,267
600,Hillsborough County,TRANSIT,3
600,Hillsborough County,WALK,5619
601,Hillsborough County,AUTO,8717
601,Hillsborough County,TNC,41
601,Hillsborough County,WALK,1293
602,Hillsborough County,AUTO,366
602,Hillsborough County,CAR SHARE,6
602,Hillsborough County,TRANSIT,135
602,Hillsborough County,WALK,5085
603,Hillsborough County,AUTO,2401
603,Hillsborough County,WALK,882
604,Hillsborough County,AUTO,662
604,Hillsborough County,WALK,3250
605,Hillsborough County,AUTO,1276
605,Hillsborough County,WALK,744
606,Hillsborough County,AUTO,4035
607,Hillsborough County,AUTO,418
607,Hillsborough County,BIKE,6
607,Hillsborough County,TNC,6
607,Hillsborough County,WALK,309
608,Hillsborough County,AUTO,4315
608,Hillsborough County,WALK,78
609,Hillsborough County,AUTO,2378
609,Hillsborough County,WALK,672
610,Hillsborough County,AUTO,2555
611,Hillsborough County,AUTO,1384
611,Hillsborough County,WALK,540
612,Hillsborough County,AUTO,1241
612,Hillsborough County,WALK,103
613,Hillsborough County,AUTO,5574
613,Hillsborough County,BIKE,6
613,Hillsborough County,CAR SHARE,37
613,Hillsborough County,WALK,124
614,Hillsborough County,AUTO,3854
614,Hillsborough County,TRANSIT,528
615,Hillsborough County,AUTO,1311
616,Hillsborough County,AUTO,1780
616,Hillsborough County,TNC,41
617,Hillsborough County,AUTO,804
618,Hillsborough County,AUTO,18748
618,Hillsborough County,TRANSIT,724
618,Hillsborough County,WALK,139
619,Hillsborough County,AUTO,4200
619,Hillsborough County,BIKE,160
619,Hillsborough County,WALK,844
620,Hillsborough County,AUTO,1922
620,Hillsborough County,WALK,297
621,Hillsborough County,AUTO,225
621,Hillsborough County,BIKE,139
621,Hillsborough County,WALK,1065
622,Hillsborough County,AUTO,17137
622,Hillsborough County,TRANSIT,119
622,Hillsborough County,WALK,721
623,Hillsborough County,AUTO,4541
623,Hillsborough County,TRANSIT,156
623,Hillsborough County,WALK,609
624,Hillsborough County,AUTO,4607
624,Hillsborough County,TRANSIT,6
624,Hillsborough County,WALK,626
625,Hillsborough County,AUTO,32
625,Hillsborough County,TNC,5
625,Hillsborough County,WALK,303
626,Hillsborough County,AUTO,3160
626,Hillsborough County,TNC,1593
626,Hillsborough County,WALK,640
627,Hillsborough County,AUTO,8373
627,Hillsborough County,TRANSIT,172
627,Hillsborough County,WALK,1864
628,Hillsborough County,AUTO,6
628,Hillsborough County,BIKE,6
628,Hillsborough County,WALK,25
629,Hillsborough County,AUTO,1182
629,Hillsborough County,WALK,1789
630,Hillsborough County,AUTO,1838
630,Hillsborough County,WALK,1379
631,Hillsborough County,AUTO,1338
631,Hillsborough County,TNC,167
631,Hillsborough County,TRANSIT,18
631,Hillsborough County,WALK,3357
632,Hillsborough County,AUTO,684
633,Hillsborough County,AUTO,2573
634,Hillsborough County,AUTO,5228
634,Hillsborough County,WALK,472
635,Hillsborough County,AUTO,15025
635,Hillsborough County,CAR SHARE,18
635,Hillsborough County,WALK,152
636,Hillsborough County,AUTO,1554
637,Hillsborough County,AUTO,9438
637,Hillsborough County,TNC,206
637,Hillsborough County,WALK,2985
638,Hillsborough County,AUTO,590
638,Hillsborough County,WALK,78
639,Hillsborough County,AUTO,240
639,Hillsborough County,CAR SHARE,116
639,Hillsborough County,LONG DIST PASS,3854
639,Hillsborough County,SHUTTLE VANPOOL,6
639,Hillsborough County,TRANSIT,52
639,Hillsborough County,WALK,184
640,Hillsborough County,AUTO,194
641,Hillsborough County,AUTO,5115
641,Hillsborough County,TNC,63
641,Hillsborough County,TRANSIT,53
641,Hillsborough County,WALK,3456
642,Hillsborough County,AUTO,894
643,Hillsborough County,AUTO,206
644,Hillsborough County,AUTO,5120
644,Hillsborough County,TNC,12
644,Hillsborough County,TRANSIT,53
644,Hillsborough County,WALK,415
645,Hillsborough County,AUTO,1557
645,Hillsborough County,TRANSIT,18
645,Hillsborough County,WALK,308
646,Hillsborough County,AUTO,19750
646,Hillsborough County,BIKE,420
646,Hillsborough County,LONG DIST PASS,9636
646,Hillsborough County,SHUTTLE VANPOOL,150
646,Hillsborough County,WALK,2460
647,Hillsborough County,AUTO,3578
647,Hillsborough County,WALK,431
648,Hillsborough County,AUTO,2682
648,Hillsborough County,BIKE,3231
648,Hillsborough County,WALK,1462
649,Hillsborough County,AUTO,7719
649,Hillsborough County,BIKE,1493
649,Hillsborough County,WALK,1027
650,Hillsborough County,AUTO,3210
650,Hillsborough County,SCHOOL BUS,80
650,Hillsborough County,WALK,209
651,Hillsborough County,AUTO,759
652,Hillsborough County,AUTO,8
653,Hillsborough County,AUTO,37
654,Hillsborough County,AUTO,32
655,Hillsborough County,AUTO,1015
656,Hillsborough County,AUTO,483
656,Hillsborough County,TNC,140
657,Hillsborough County,AUTO,1883
657,Hillsborough County,TRANSIT,538
658,Hillsborough County,AUTO,13119
659,Hillsborough County,AUTO,272
659,Hillsborough County,TRANSIT,523
660,Hillsborough County,AUTO,1156
663,Hillsborough County,AUTO,999
664,Hillsborough County,AUTO,615
665,Hillsborough County,AUTO,1610
665,Hillsborough County,WALK,197
666,Hillsborough County,AUTO,563
666,Hillsborough County,TNC,56
667,Hillsborough County,AUTO,240
668,Hillsborough County,AUTO,4106
668,Hillsborough County,TRANSIT,150
669,Hillsborough County,AUTO,8832
669,Hillsborough County,WALK,3106
670,Hillsborough County,AUTO,92
671,Hillsborough County,AUTO,1443
672,Hillsborough County,AUTO,243
673,Hillsborough County,AUTO,139
674,Hillsborough County,AUTO,1185
675,Hillsborough County,AUTO,12783
676,Hillsborough County,AUTO,15350
676,Hillsborough County,BIKE,32
676,Hillsborough County,WALK,74
677,Hillsborough County,AUTO,401
678,Hillsborough County,AUTO,180
679,Hillsborough County,AUTO,11513
680,Hillsborough County,AUTO,296
680,Hillsborough County,WALK,158
681,Hillsborough County,AUTO,30687
682,Hillsborough County,AUTO,3684
683,Hillsborough County,AUTO,783
684,Hillsborough County,AUTO,19500
684,Hillsborough County,SHUTTLE VANPOOL,99
685,Hillsborough County,AUTO,108
687,Hillsborough County,AUTO,150
688,Hillsborough County,AUTO,118
688,Hillsborough County,TRANSIT,63
689,Hillsborough County,AUTO,7811
690,Hillsborough County,AUTO,7542
690,Hillsborough County,WALK,3173
691,Hillsborough County,AUTO,3913
692,Hillsborough County,AUTO,896
692,Hillsborough County,WALK,231
693,Hillsborough County,AUTO,7744
693,Hillsborough County,SCHOOL BUS,160
694,Hillsborough County,AUTO,30031
694,Hillsborough County,SCHOOL BUS,1874
695,Hillsborough County,AUTO,1904
696,Hillsborough County,AUTO,3597
696,Hillsborough County,WALK,155
697,Hillsborough County,AUTO,1633
698,Hillsborough County,AUTO,9953
699,Hillsborough County,AUTO,9438
699,Hillsborough County,WALK,71
700,Hillsborough County,AUTO,602
701,Hillsborough County,AUTO,22889
702,Hillsborough County,AUTO,13798
703,Hillsborough County,AUTO,7202
704,Hillsborough County,AUTO,5131
704,Hillsborough County,WALK,24
705,Hillsborough County,AUTO,5026
705,Hillsborough County,WALK,63
706,Hillsborough County,AUTO,504
707,Hillsborough County,AUTO,1034
708,Hillsborough County,AUTO,6545
708,Hillsborough County,WALK,3
709,Hillsborough County,AUTO,4212
710,Hillsborough County,AUTO,2412
710,Hillsborough County,OTHER,80
711,Hillsborough County,AUTO,18910
712,Hillsborough County,AUTO,14051
712,Hillsborough County,OTHER,19
712,Hillsborough County,WALK,1698
713,Hillsborough County,AUTO,4594
713,Hillsborough County,SCHOOL BUS,79
713,Hillsborough County,WALK,100
714,Hillsborough County,AUTO,10166
715,Hillsborough County,AUTO,9736
716,Hillsborough County,AUTO,720
717,Hillsborough County,AUTO,18
718,Hillsborough County,AUTO,45
719,Hillsborough County,AUTO,6843
719,Hillsborough County,WALK,428
720,Hillsborough County,AUTO,17187
721,Hillsborough County,AUTO,109
722,Hillsborough County,AUTO,15810
722,Hillsborough County,TRANSIT,63
723,Hillsborough County,AUTO,13893
723,Hillsborough County,WALK,200
724,Hillsborough County,AUTO,11311
724,Hillsborough County,WALK,38
725,Hillsborough County,AUTO,5390
725,Hillsborough County,SCHOOL BUS,1874
726,Hillsborough County,AUTO,15895
726,Hillsborough County,WALK,2587
727,Hillsborough County,AUTO,10275
728,Hillsborough County,AUTO,3488
728,Hillsborough County,WALK,353
729,Hillsborough County,AUTO,109
730,Hillsborough County,AUTO,139
731,Hillsborough County,AUTO,472
732,Hillsborough County,AUTO,5886
732,Hillsborough County,WALK,1168
733,Hillsborough County,AUTO,12877
733,Hillsborough County,WALK,597
734,Hillsborough County,AUTO,11171
734,Hillsborough County,TNC,99
734,Hillsborough County,TRANSIT,79
734,Hillsborough County,WALK,897
735,Hillsborough County,AUTO,21893
735,Hillsborough County,WALK,43
736,Hillsborough County,AUTO,9665
737,Hillsborough County,AUTO,4927
737,Hillsborough County,WALK,428
738,Hillsborough County,AUTO,10232
739,Hillsborough County,AUTO,8643
740,Hillsborough County,AUTO,11014
741,Hillsborough County,AUTO,14371
741,Hillsborough County,TRANSIT,3
741,Hillsborough County,WALK,1186
742,Hillsborough County,AUTO,839
742,Hillsborough County,BIKE,232
742,Hillsborough County,WALK,116
743,Hillsborough County,AUTO,19086
743,Hillsborough County,BIKE,232
744,Hillsborough County,AUTO,38833
744,Hillsborough County,OTHER,418
744,Hillsborough County,WALK,239
745,Hillsborough County,AUTO,2074
745,Hillsborough County,WALK,116
746,Hillsborough County,AUTO,1078
747,Hillsborough County,AUTO,46
748,Hillsborough County,AUTO,5579
749,Hillsborough County,AUTO,13554
750,Hillsborough County,AUTO,11395
750,Hillsborough County,WALK,116
751,Hillsborough County,AUTO,348
752,Hillsborough County,AUTO,586
752,Hillsborough County,WALK,517
753,Hillsborough County,AUTO,394
754,Hillsborough County,AUTO,25475
754,Hillsborough County,TRANSIT,1872
754,Hillsborough County,WALK,353
757,Hillsborough County,SHUTTLE VANPOOL,1
758,Hillsborough County,AUTO,33
760,Hillsborough County,AUTO,5663
760,Hillsborough County,TRANSIT,359
760,Hillsborough County,WALK,205
761,Hillsborough County,AUTO,14981
761,Hillsborough County,TRANSIT,79
761,Hillsborough County,WALK,2483
762,Hillsborough County,AUTO,7041
763,Hillsborough County,AUTO,10951
763,Hillsborough County,SCHOOL BUS,625
763,Hillsborough County,WALK,3105
764,Hillsborough County,AUTO,1450
764,Hillsborough County,WALK,701
765,Hillsborough County,AUTO,6023
766,Hillsborough County,AUTO,42917
766,Hillsborough County,SCHOOL BUS,114
766,Hillsborough County,WALK,985
767,Hillsborough County,AUTO,11153
767,Hillsborough County,SCHOOL BUS,114
767,Hillsborough County,WALK,161
768,Hillsborough County,AUTO,6859
769,Hillsborough County,AUTO,797
770,Hillsborough County,AUTO,26690
770,Hillsborough County,TNC,98
770,Hillsborough County,WALK,120
771,Hillsborough County,AUTO,5742
771,Hillsborough County,WALK,100
772,Hillsborough County,AUTO,8601
772,Hillsborough County,TRANSIT,57
772,Hillsborough County,WALK,153
773,Hillsborough County,AUTO,41134
773,Hillsborough County,SCHOOL BUS,710
773,Hillsborough County,TAXI NOT TNC,150
773,Hillsborough County,WALK,22863
774,Hillsborough County,AUTO,4822
775,Hillsborough County,AUTO,14786
775,Hillsborough County,TRANSIT,1872
775,Hillsborough County,WALK,3744
778,Hillsborough County,AUTO,336
779,Hillsborough County,AUTO,336
780,Hillsborough County,AUTO,1069
780,Hillsborough County,WALK,329
781,Hillsborough County,AUTO,19773
781,Hillsborough County,TAXI NOT TNC,116
781,Hillsborough County,WALK,127
783,Hillsborough County,AUTO,3018
785,Hillsborough County,AUTO,2075
786,Hillsborough County,AUTO,6086
786,Hillsborough County,BIKE,357
786,Hillsborough County,SHUTTLE VANPOOL,5773
787,Hillsborough County,AUTO,7578
788,Hillsborough County,AUTO,165
789,Hillsborough County,AUTO,4743
791,Hillsborough County,AUTO,7103
791,Hillsborough County,BIKE,357
791,Hillsborough County,WALK,99
792,Hillsborough County,AUTO,6192
792,Hillsborough County,WALK,116
793,Hillsborough County,AUTO,32584
793,Hillsborough County,SCHOOL BUS,1876
793,Hillsborough County,SHUTTLE VANPOOL,1924
793,Hillsborough County,WALK,3751
794,Hillsborough County,AUTO,3081
794,Hillsborough County,SCHOOL BUS,1876
794,Hillsborough County,SHUTTLE VANPOOL,3848
794,Hillsborough County,TRANSIT,696
794,Hillsborough County,WALK,206
795,Hillsborough County,AUTO,14808
795,Hillsborough County,WALK,5345
796,Hillsborough County,AUTO,264
797,Hillsborough County,AUTO,483
798,Hillsborough County,AUTO,1816
798,Hillsborough County,WALK,32
799,Hillsborough County,AUTO,3253
800,Hillsborough County,AUTO,910
800,Hillsborough County,WALK,405
801,Hillsborough County,AUTO,5264
802,Hillsborough County,AUTO,17768
802,Hillsborough County,SCHOOL BUS,1947
803,Hillsborough County,AUTO,4931
803,Hillsborough County,CAR SHARE,641
805,Hillsborough County,AUTO,10875
806,Hillsborough County,AUTO,1668
807,Hillsborough County,AUTO,29967
807,Hillsborough County,WALK,16504
808,Hillsborough County,AUTO,1584
809,Hillsborough County,AUTO,7741
810,Hillsborough County,AUTO,6846
811,Hillsborough County,AUTO,10930
811,Hillsborough County,WALK,1289
812,Hillsborough County,AUTO,12915
812,Hillsborough County,SCHOOL BUS,1984
812,Hillsborough County,WALK,23192
813,Hillsborough County,AUTO,2586
813,Hillsborough County,BIKE,641
813,Hillsborough County,WALK,115
814,Hillsborough County,AUTO,14368
814,Hillsborough County,BIKE,641
814,Hillsborough County,WALK,533
815,Hillsborough County,AUTO,2488
816,Hillsborough County,AUTO,730
817,Hillsborough County,AUTO,19467
817,Hillsborough County,WALK,394
818,Hillsborough County,AUTO,5943
818,Hillsborough County,SCHOOL BUS,32
818,Hillsborough County,WALK,200
819,Hillsborough County,AUTO,14467
819,Hillsborough County,SCHOOL BUS,1
819,Hillsborough County,SHUTTLE VANPOOL,1
820,Hillsborough County,AUTO,188
821,Hillsborough County,AUTO,5069
822,Hillsborough County,AUTO,6339
822,Hillsborough County,SCHOOL BUS,584
823,Hillsborough County,AUTO,7320
824,Hillsborough County,AUTO,9626
824,Hillsborough County,BIKE SHARE,63
824,Hillsborough County,WALK,13102
825,Hillsborough County,AUTO,2578
825,Hillsborough County,TRANSIT,222
825,Hillsborough County,WALK,114
826,Hillsborough County,AUTO,13699
826,Hillsborough County,SCHOOL BUS,1577
826,Hillsborough County,WALK,4240
827,Hillsborough County,AUTO,39
828,Hillsborough County,AUTO,56044
828,Hillsborough County,BIKE,6958
828,Hillsborough County,WALK,5175
829,Hillsborough County,AUTO,283
830,Hillsborough County,AUTO,1210
831,Hillsborough County,AUTO,213
832,Hillsborough County,AUTO,24651
832,Hillsborough County,OTHER,14
832,Hillsborough County,WALK,6551
833,Hillsborough County,AUTO,8334
833,Hillsborough County,WALK,78
834,Hillsborough County,AUTO,4122
834,Hillsborough County,BIKE,5113
834,Hillsborough County,SCHOOL BUS,1577
834,Hillsborough County,WALK,167
835,Hillsborough County,AUTO,42524
836,Hillsborough County,AUTO,194
837,Hillsborough County,AUTO,3606
839,Hillsborough County,AUTO,9819
839,Hillsborough County,BIKE,686
839,Hillsborough County,OTHER,26
839,Hillsborough County,WALK,686
840,Hillsborough County,AUTO,486
844,Hillsborough County,AUTO,1720
845,Hillsborough County,AUTO,229
846,Hillsborough County,AUTO,1795
847,Hillsborough County,AUTO,695
848,Hillsborough County,AUTO,11168
848,Hillsborough County,BIKE,1722
848,Hillsborough County,WALK,157
849,Hillsborough County,AUTO,2635
849,Hillsborough County,BIKE,1
850,Hillsborough County,AUTO,3124
851,Hillsborough County,AUTO,3700
852,Hillsborough County,AUTO,625
853,Hillsborough County,AUTO,1197
854,Hillsborough County,AUTO,75
855,Hillsborough County,AUTO,1606
855,Hillsborough County,SCHOOL BUS,321
855,Hillsborough County,TRANSIT,111
855,Hillsborough County,WALK,53
856,Hillsborough County,AUTO,2455
856,Hillsborough County,WALK,152
857,Hillsborough County,AUTO,771
857,Hillsborough County,BIKE,434
857,Hillsborough County,OTHER,348
858,Hillsborough County,AUTO,25083
858,Hillsborough County,OTHER,709
859,Hillsborough County,AUTO,19653
859,Hillsborough County,BIKE,24
859,Hillsborough County,OTHER,5116
859,Hillsborough County,WALK,2077
860,Hillsborough County,AUTO,9469
860,Hillsborough County,BIKE,1290
860,Hillsborough County,OTHER,6439
860,Hillsborough County,WALK,4522
861,Hillsborough County,AUTO,15568
861,Hillsborough County,BIKE,1225
861,Hillsborough County,OTHER,1238
861,Hillsborough County,TRANSIT,1044
861,Hillsborough County,WALK,3118
862,Hillsborough County,AUTO,3012
863,Hillsborough County,AUTO,2358
864,Hillsborough County,AUTO,25377
864,Hillsborough County,OTHER,629
864,Hillsborough County,WALK,239
865,Hillsborough County,AUTO,5756
866,Hillsborough County,AUTO,14
867,Hillsborough County,AUTO,3469
868,Hillsborough County,AUTO,2456
869,Hillsborough County,OTHER,203
870,Hillsborough County,AUTO,3118
870,Hillsborough County,WALK,208
871,Hillsborough County,AUTO,22234
871,Hillsborough County,OTHER,1074
871,Hillsborough County,TRANSIT,2666
871,Hillsborough County,WALK,1892
872,Hillsborough County,AUTO,4619
872,Hillsborough County,OTHER,5009
872,Hillsborough County,WALK,232
873,Hillsborough County,AUTO,10078
873,Hillsborough County,BIKE,229
873,Hillsborough County,OTHER,871
873,Hillsborough County,TRANSIT,203
