ZONE,COUNTY,MODE,TRIPS
476,Hillsborough County,AUTO,27
477,Hillsborough County,AUTO,358
477,Hillsborough County,TNC,99
481,Hillsborough County,AUTO,715
482,Hillsborough County,AUTO,613
484,Hillsborough County,AUTO,18
485,Hillsborough County,WALK,18
487,Hillsborough County,AUTO,216
492,Hillsborough County,AUTO,204
492,Hillsborough County,WALK,204
493,Hillsborough County,AUTO,103
494,Hillsborough County,AUTO,531
496,Hillsborough County,AUTO,25
497,Hillsborough County,AUTO,31
498,Hillsborough County,AUTO,94
503,Hillsborough County,AUTO,16
504,Hillsborough County,AUTO,64
506,Hillsborough County,AUTO,9
507,Hillsborough County,AUTO,27
507,Hillsborough County,WALK,5
508,Hillsborough County,AUTO,3
509,Hillsborough County,AUTO,53
510,Hillsborough County,AUTO,27
512,Hillsborough County,AUTO,1138
512,Hillsborough County,WALK,1518
513,Hillsborough County,AUTO,379
515,Hillsborough County,AUTO,37
517,Hillsborough County,AUTO,6160
517,Hillsborough County,BIKE,3680
517,Hillsborough County,WALK,20852
519,Hillsborough County,AUTO,4300
522,Hillsborough County,AUTO,1840
523,Hillsborough County,AUTO,3854
524,Hillsborough County,AUTO,1227
529,Hillsborough County,LONG DIST PASS,3854
533,Hillsborough County,AUTO,49
535,Hillsborough County,AUTO,157
541,Hillsborough County,AUTO,139
563,Hillsborough County,AUTO,18
571,Hillsborough County,AUTO,89
571,Hillsborough County,TRANSIT,135
572,Hillsborough County,AUTO,162
573,Hillsborough County,AUTO,89
577,Hillsborough County,AUTO,248
577,Hillsborough County,BIKE,103
578,Hillsborough County,AUTO,264
579,Hillsborough County,AUTO,1840
580,Hillsborough County,CAR SHARE,116
584,Hillsborough County,AUTO,113
590,Hillsborough County,WALK,104
591,Hillsborough County,AUTO,82
597,Hillsborough County,AUTO,99
598,Hillsborough County,AUTO,27
598,Hillsborough County,WALK,250
599,Hillsborough County,AUTO,18
600,Hillsborough County,AUTO,959
600,Hillsborough County,BIKE,145
600,Hillsborough County,WALK,421
601,Hillsborough County,AUTO,37
602,Hillsborough County,AUTO,135
602,Hillsborough County,TRANSIT,135
605,Hillsborough County,AUTO,140
614,Hillsborough County,AUTO,3854
618,Hillsborough County,AUTO,40
618,Hillsborough County,WALK,18
619,Hillsborough County,AUTO,2297
619,Hillsborough County,WALK,18
620,Hillsborough County,AUTO,1227
623,Hillsborough County,AUTO,203
623,Hillsborough County,TRANSIT,150
624,Hillsborough County,AUTO,27
631,Hillsborough County,AUTO,64
634,Hillsborough County,AUTO,438
636,Hillsborough County,AUTO,140
638,Hillsborough County,AUTO,379
639,Hillsborough County,AUTO,99
639,Hillsborough County,CAR SHARE,116
639,Hillsborough County,LONG DIST PASS,3854
644,Hillsborough County,AUTO,2580
645,Hillsborough County,AUTO,43
646,Hillsborough County,AUTO,103
646,Hillsborough County,LONG DIST PASS,9636
649,Hillsborough County,AUTO,151
656,Hillsborough County,TNC,140
666,Hillsborough County,TNC,56
669,Hillsborough County,AUTO,4670
677,Hillsborough County,AUTO,204
681,Hillsborough County,AUTO,1188
689,Hillsborough County,AUTO,188
694,Hillsborough County,AUTO,212
698,Hillsborough County,AUTO,104
701,Hillsborough County,AUTO,1927
702,Hillsborough County,AUTO,3854
708,Hillsborough County,AUTO,3854
712,Hillsborough County,AUTO,12
713,Hillsborough County,AUTO,56
719,Hillsborough County,AUTO,240
719,Hillsborough County,WALK,160
720,Hillsborough County,AUTO,40
723,Hillsborough County,AUTO,3881
727,Hillsborough County,AUTO,5834
728,Hillsborough County,AUTO,1308
732,Hillsborough County,AUTO,4086
732,Hillsborough County,WALK,1168
733,Hillsborough County,AUTO,116
733,Hillsborough County,WALK,584
734,Hillsborough County,AUTO,3293
734,Hillsborough County,TNC,99
736,Hillsborough County,AUTO,356
738,Hillsborough County,AUTO,40
744,Hillsborough County,AUTO,15417
746,Hillsborough County,AUTO,376
751,Hillsborough County,AUTO,0
761,Hillsborough County,AUTO,220
768,Hillsborough County,AUTO,98
770,Hillsborough County,AUTO,98
770,Hillsborough County,TNC,98
781,Hillsborough County,AUTO,10188
791,Hillsborough County,AUTO,104
793,Hillsborough County,AUTO,25
795,Hillsborough County,AUTO,9923
795,Hillsborough County,WALK,5231
803,Hillsborough County,AUTO,1848
807,Hillsborough County,AUTO,86
818,Hillsborough County,AUTO,151
823,Hillsborough County,AUTO,0
824,Hillsborough County,AUTO,0
824,Hillsborough County,WALK,13102
828,Hillsborough County,AUTO,305
828,Hillsborough County,WALK,64
832,Hillsborough County,AUTO,12079
832,Hillsborough County,WALK,6551
833,Hillsborough County,AUTO,1
839,Hillsborough County,AUTO,151
849,Hillsborough County,AUTO,3
849,Hillsborough County,BIKE,1
851,Hillsborough County,AUTO,120
852,Hillsborough County,AUTO,120
854,Hillsborough County,AUTO,13
857,Hillsborough County,AUTO,1
858,Hillsborough County,AUTO,389
859,Hillsborough County,AUTO,995
859,Hillsborough County,OTHER,269
859,Hillsborough County,WALK,46
860,Hillsborough County,AUTO,451
860,Hillsborough County,OTHER,3912
860,Hillsborough County,WALK,83
861,Hillsborough County,AUTO,122
863,Hillsborough County,AUTO,52
868,Hillsborough County,AUTO,75
871,Hillsborough County,AUTO,539
871,Hillsborough County,WALK,102
872,Hillsborough County,AUTO,96
872,Hillsborough County,OTHER,3975
872,Hillsborough County,WALK,102
873,Hillsborough County,AUTO,122
874,Hillsborough County,AUTO,373
874,Hillsborough County,OTHER,279
874,Hillsborough County,WALK,48
875,Hillsborough County,AUTO,802
875,Hillsborough County,OTHER,271
881,Hillsborough County,AUTO,3586
1001,Pinellas County,AUTO,305
1009,Pinellas County,AUTO,141
1014,Pinellas County,AUTO,164
1014,Pinellas County,BIKE,82
1014,Pinellas County,WALK,247
1017,Pinellas County,AUTO,358
1018,Pinellas County,WALK,127
1019,Pinellas County,WALK,217
1021,Pinellas County,AUTO,604
1021,Pinellas County,WALK,534
1022,Pinellas County,TRANSIT,56
1023,Pinellas County,AUTO,384
1026,Pinellas County,AUTO,210
1033,Pinellas County,AUTO,378
1034,Pinellas County,AUTO,1466
1035,Pinellas County,AUTO,667
1035,Pinellas County,WALK,1725
1037,Pinellas County,AUTO,333
1041,Pinellas County,AUTO,4829
1042,Pinellas County,AUTO,725
1045,Pinellas County,AUTO,1984
1047,Pinellas County,WALK,100
1051,Pinellas County,AUTO,229
1051,Pinellas County,WALK,229
1052,Pinellas County,WALK,229
1054,Pinellas County,AUTO,2331
1057,Pinellas County,AUTO,1984
1058,Pinellas County,AUTO,464
1058,Pinellas County,BIKE,1200
1061,Pinellas County,AUTO,464
1063,Pinellas County,AUTO,83
1064,Pinellas County,AUTO,98
1065,Pinellas County,AUTO,229
1069,Pinellas County,AUTO,378
1070,Pinellas County,AUTO,2400
1072,Pinellas County,AUTO,5251
1072,Pinellas County,WALK,3145
1075,Pinellas County,AUTO,141
1076,Pinellas County,AUTO,2414
1076,Pinellas County,WALK,4829
1082,Pinellas County,AUTO,201
1085,Pinellas County,AUTO,2412
1085,Pinellas County,OTHER,25385
1085,Pinellas County,WALK,4824
1087,Pinellas County,AUTO,82
1087,Pinellas County,WALK,1948
1088,Pinellas County,AUTO,2066
1088,Pinellas County,WALK,1948
1091,Pinellas County,AUTO,1913
1093,Pinellas County,BIKE,164
1093,Pinellas County,TRANSIT,56
1095,Pinellas County,WALK,56
1102,Pinellas County,AUTO,285
1106,Pinellas County,AUTO,1751
1107,Pinellas County,AUTO,152
1111,Pinellas County,AUTO,3241
1115,Pinellas County,AUTO,1490
1116,Pinellas County,AUTO,323
1117,Pinellas County,AUTO,206
1120,Pinellas County,AUTO,2660
1124,Pinellas County,AUTO,329
1130,Pinellas County,AUTO,126
1132,Pinellas County,AUTO,378
1132,Pinellas County,WALK,2248
1135,Pinellas County,AUTO,1913
1135,Pinellas County,WALK,3826
1141,Pinellas County,AUTO,2718
1142,Pinellas County,AUTO,367
1144,Pinellas County,AUTO,4496
1147,Pinellas County,AUTO,5956
1147,Pinellas County,WALK,407
1149,Pinellas County,AUTO,2257
1149,Pinellas County,WALK,2257
1151,Pinellas County,AUTO,207
1156,Pinellas County,AUTO,124
1157,Pinellas County,AUTO,2536
1157,Pinellas County,WALK,7467
1159,Pinellas County,AUTO,2257
1160,Pinellas County,WALK,2257
1161,Pinellas County,AUTO,121
1162,Pinellas County,TRANSIT,56
1162,Pinellas County,WALK,111
1163,Pinellas County,AUTO,207
1171,Pinellas County,AUTO,229
1173,Pinellas County,AUTO,229
1176,Pinellas County,AUTO,116
1177,Pinellas County,WALK,47
1187,Pinellas County,AUTO,294
1195,Pinellas County,AUTO,139
1197,Pinellas County,AUTO,151
1203,Pinellas County,AUTO,215
1216,Pinellas County,AUTO,4059
1216,Pinellas County,WALK,176
1217,Pinellas County,AUTO,345
1227,Pinellas County,AUTO,722
1228,Pinellas County,AUTO,6180
1229,Pinellas County,AUTO,117
1245,Pinellas County,AUTO,2397
1252,Pinellas County,WALK,1260
1253,Pinellas County,AUTO,1481
1254,Pinellas County,AUTO,3977
1256,Pinellas County,AUTO,176
1259,Pinellas County,AUTO,491
1259,Pinellas County,WALK,197
1262,Pinellas County,AUTO,197
1263,Pinellas County,AUTO,388
1267,Pinellas County,BIKE,18
1268,Pinellas County,AUTO,167
1268,Pinellas County,WALK,176
1272,Pinellas County,AUTO,26
1274,Pinellas County,AUTO,215
1275,Pinellas County,AUTO,1199
1283,Pinellas County,AUTO,182
1288,Pinellas County,AUTO,116
1289,Pinellas County,AUTO,2866
1289,Pinellas County,WALK,2932
1291,Pinellas County,AUTO,200
1293,Pinellas County,AUTO,1093
1303,Pinellas County,AUTO,98
1307,Pinellas County,WALK,118
1309,Pinellas County,AUTO,100
1316,Pinellas County,AUTO,53
1328,Pinellas County,AUTO,1955
1334,Pinellas County,AUTO,851
1336,Pinellas County,AUTO,1901
1337,Pinellas County,AUTO,1260
1342,Pinellas County,AUTO,98
1344,Pinellas County,AUTO,239
1347,Pinellas County,AUTO,752
1348,Pinellas County,AUTO,3191
1350,Pinellas County,AUTO,53
1352,Pinellas County,AUTO,151
1354,Pinellas County,AUTO,197
1358,Pinellas County,AUTO,26
1370,Pinellas County,AUTO,40
1370,Pinellas County,LONG DIST PASS,4662
1370,Pinellas County,WALK,40
1387,Pinellas County,AUTO,1596
1388,Pinellas County,AUTO,26
1389,Pinellas County,AUTO,7582
1389,Pinellas County,WALK,1199
1391,Pinellas County,AUTO,891
1391,Pinellas County,WALK,102
1400,Pinellas County,AUTO,41
1404,Pinellas County,AUTO,151
1406,Pinellas County,WALK,102
1410,Pinellas County,AUTO,26
1412,Pinellas County,AUTO,2022
1419,Pinellas County,AUTO,1669
1419,Pinellas County,BIKE,366
1419,Pinellas County,WALK,183
1425,Pinellas County,AUTO,197
1427,Pinellas County,AUTO,215
1429,Pinellas County,AUTO,1093
1430,Pinellas County,AUTO,4167
1431,Pinellas County,AUTO,1481
1432,Pinellas County,AUTO,1951
1453,Pinellas County,AUTO,294
1454,Pinellas County,AUTO,294
1455,Pinellas County,AUTO,79
1459,Pinellas County,AUTO,294
1465,Pinellas County,AUTO,1407
1468,Pinellas County,AUTO,504
1469,Pinellas County,AUTO,1663
1470,Pinellas County,AUTO,3297
1471,Pinellas County,AUTO,2815
1473,Pinellas County,AUTO,139
1474,Pinellas County,AUTO,1654
1476,Pinellas County,AUTO,4482
1477,Pinellas County,AUTO,1663
1478,Pinellas County,AUTO,9
1490,Pinellas County,AUTO,7131
1490,Pinellas County,WALK,6075
1496,Pinellas County,AUTO,26
1500,Pinellas County,AUTO,26
1512,Pinellas County,AUTO,2380
1512,Pinellas County,WALK,99
1515,Pinellas County,WALK,99
1517,Pinellas County,AUTO,547
1519,Pinellas County,AUTO,50
1519,Pinellas County,BIKE,18
1520,Pinellas County,AUTO,2380
1527,Pinellas County,AUTO,42
1528,Pinellas County,AUTO,1596
1530,Pinellas County,AUTO,49
1531,Pinellas County,AUTO,174
1531,Pinellas County,WALK,348
1532,Pinellas County,AUTO,1408
1532,Pinellas County,WALK,388
1533,Pinellas County,AUTO,37
1537,Pinellas County,AUTO,126
1540,Pinellas County,AUTO,98
1541,Pinellas County,AUTO,317
1544,Pinellas County,AUTO,106
1546,Pinellas County,AUTO,53
1547,Pinellas County,AUTO,26
1548,Pinellas County,AUTO,2568
1552,Pinellas County,AUTO,1284
1553,Pinellas County,AUTO,26
1556,Pinellas County,AUTO,154
1560,Pinellas County,AUTO,132
1561,Pinellas County,AUTO,162
1563,Pinellas County,AUTO,83
1582,Pinellas County,AUTO,1284
1583,Pinellas County,AUTO,139
1588,Pinellas County,AUTO,106
1595,Pinellas County,AUTO,115
1597,Pinellas County,AUTO,505
1604,Pinellas County,AUTO,82
1606,Pinellas County,AUTO,26
1613,Pinellas County,AUTO,2820
1618,Pinellas County,AUTO,256
1622,Pinellas County,AUTO,117
1628,Pinellas County,AUTO,505
1630,Pinellas County,AUTO,3191
1633,Pinellas County,AUTO,2186
1634,Pinellas County,AUTO,505
1637,Pinellas County,AUTO,505
1638,Pinellas County,AUTO,26
1642,Pinellas County,AUTO,541
1643,Pinellas County,AUTO,26
1647,Pinellas County,AUTO,2217
1653,Pinellas County,AUTO,184
1653,Pinellas County,WALK,166
1657,Pinellas County,AUTO,606
1662,Pinellas County,AUTO,872
1668,Pinellas County,AUTO,3391
1669,Pinellas County,AUTO,1728
1671,Pinellas County,AUTO,1921
1677,Pinellas County,WALK,165
1678,Pinellas County,AUTO,422
1681,Pinellas County,WALK,101
1682,Pinellas County,AUTO,3191
1685,Pinellas County,AUTO,1596
1695,Pinellas County,AUTO,411
1700,Pinellas County,AUTO,98
1702,Pinellas County,AUTO,851
1706,Pinellas County,AUTO,101
1709,Pinellas County,AUTO,3194
1711,Pinellas County,AUTO,432
1711,Pinellas County,WALK,711
1713,Pinellas County,AUTO,34
1715,Pinellas County,AUTO,851
1715,Pinellas County,WALK,722
1716,Pinellas County,WALK,424
1718,Pinellas County,AUTO,265
1721,Pinellas County,AUTO,430
1722,Pinellas County,AUTO,152
1734,Pinellas County,AUTO,2149
1734,Pinellas County,WALK,229
1738,Pinellas County,AUTO,212
1742,Pinellas County,AUTO,150
1744,Pinellas County,AUTO,3191
1745,Pinellas County,AUTO,505
1751,Pinellas County,WALK,510
1754,Pinellas County,AUTO,158
1757,Pinellas County,AUTO,10508
1758,Pinellas County,AUTO,430
1764,Pinellas County,AUTO,36
1769,Pinellas County,WALK,102
1771,Pinellas County,AUTO,678
1772,Pinellas County,AUTO,145
1775,Pinellas County,AUTO,102
1775,Pinellas County,WALK,307
2009,Pasco County,AUTO,99
2011,Pasco County,AUTO,120
2015,Pasco County,AUTO,677
2016,Pasco County,AUTO,2264
2018,Pasco County,AUTO,6242
2021,Pasco County,AUTO,631
2022,Pasco County,AUTO,3512
2025,Pasco County,AUTO,858
2034,Pasco County,AUTO,624
2040,Pasco County,AUTO,624
2053,Pasco County,AUTO,1511
2081,Pasco County,AUTO,2041
2087,Pasco County,AUTO,624
2093,Pasco County,AUTO,53
2101,Pasco County,AUTO,116
2136,Pasco County,AUTO,427
2148,Pasco County,AUTO,256
2149,Pasco County,AUTO,767
2150,Pasco County,AUTO,700
2152,Pasco County,AUTO,13649
2152,Pasco County,WALK,1300
2177,Pasco County,AUTO,596
2189,Pasco County,AUTO,624
2190,Pasco County,AUTO,35
2197,Pasco County,AUTO,297
2206,Pasco County,AUTO,215
2213,Pasco County,AUTO,42
2242,Pasco County,AUTO,338
2242,Pasco County,OTHER,169
2243,Pasco County,AUTO,210
2244,Pasco County,AUTO,727
2255,Pasco County,AUTO,184
2256,Pasco County,AUTO,79
2263,Pasco County,AUTO,163
2272,Pasco County,AUTO,650
2273,Pasco County,AUTO,3
2277,Pasco County,WALK,650
2279,Pasco County,AUTO,1300
2280,Pasco County,AUTO,650
2289,Pasco County,AUTO,105
2289,Pasco County,OTHER,1583
2297,Pasco County,AUTO,105
2304,Pasco County,AUTO,700
2313,Pasco County,AUTO,1025
2322,Pasco County,AUTO,650
2324,Pasco County,AUTO,1950
2325,Pasco County,AUTO,120
2331,Pasco County,AUTO,781
2332,Pasco County,AUTO,204
2338,Pasco County,AUTO,79
2339,Pasco County,AUTO,26
2341,Pasco County,AUTO,199
2342,Pasco County,AUTO,139
2343,Pasco County,AUTO,1300
2346,Pasco County,AUTO,197
2348,Pasco County,AUTO,256
2390,Pasco County,AUTO,781
2397,Pasco County,AUTO,140
2400,Pasco County,AUTO,1115
2416,Pasco County,AUTO,3247
2419,Pasco County,AUTO,210
2419,Pasco County,OTHER,11
2429,Pasco County,AUTO,715
2431,Pasco County,AUTO,2298
2432,Pasco County,AUTO,124
2471,Pasco County,AUTO,700
2511,Hernando County,AUTO,75
2512,Hernando County,AUTO,458
2513,Hernando County,AUTO,1024
2515,Hernando County,AUTO,70
2517,Hernando County,AUTO,92
2567,Hernando County,AUTO,974
2570,Hernando County,AUTO,2497
2577,Hernando County,BIKE,25
2592,Hernando County,AUTO,643
2600,Hernando County,AUTO,269
2603,Hernando County,AUTO,1720
2606,Hernando County,AUTO,6592
2619,Hernando County,AUTO,1248
2625,Hernando County,AUTO,1308
2625,Hernando County,OTHER,1209
2625,Hernando County,WALK,2417
2631,Hernando County,AUTO,1062
2634,Hernando County,AUTO,601
2635,Hernando County,AUTO,2019
2637,Hernando County,AUTO,210
2638,Hernando County,AUTO,2707
2645,Hernando County,AUTO,1443
2645,Hernando County,OTHER,36
2645,Hernando County,WALK,38
2646,Hernando County,AUTO,921
2646,Hernando County,OTHER,111
2646,Hernando County,WALK,313
2648,Hernando County,AUTO,812
2648,Hernando County,OTHER,75
2650,Hernando County,AUTO,182
2657,Hernando County,AUTO,59
2661,Hernando County,AUTO,75
2666,Hernando County,AUTO,3022
2667,Hernando County,AUTO,3022
2668,Hernando County,AUTO,1209
2670,Hernando County,AUTO,3392
2676,Hernando County,AUTO,2497
2679,Hernando County,AUTO,12485
2684,Hernando County,AUTO,755
2693,Hernando County,AUTO,974
2699,Hernando County,AUTO,247
2712,Hernando County,AUTO,270
2809,Citrus County,AUTO,197
2810,Citrus County,AUTO,214
2816,Citrus County,AUTO,329
2816,Citrus County,WALK,231
2828,Citrus County,AUTO,128
2828,Citrus County,BIKE,128
2832,Citrus County,AUTO,11106
2833,Citrus County,AUTO,231
2834,Citrus County,AUTO,244
2836,Citrus County,AUTO,197
2839,Citrus County,AUTO,124
2841,Citrus County,AUTO,368
2842,Citrus County,AUTO,326
2842,Citrus County,WALK,218
2850,Citrus County,AUTO,5553
2851,Citrus County,AUTO,102
2853,Citrus County,AUTO,322
2854,Citrus County,AUTO,2216
2854,Citrus County,BIKE,128
2854,Citrus County,WALK,1778
2855,Citrus County,AUTO,189
2856,Citrus County,AUTO,721
2856,Citrus County,WALK,124
2857,Citrus County,AUTO,207
2859,Citrus County,AUTO,158
2862,Citrus County,AUTO,1851
2872,Citrus County,AUTO,1047
2873,Citrus County,AUTO,5
2876,Citrus County,AUTO,158
2879,Citrus County,AUTO,53
2884,Citrus County,AUTO,3410
2890,Citrus County,AUTO,158
2891,Citrus County,AUTO,158
2896,Citrus County,AUTO,189
2900,Citrus County,AUTO,256
2902,Citrus County,AUTO,886
2903,Citrus County,AUTO,158
2904,Citrus County,AUTO,208
2905,Citrus County,AUTO,401
2906,Citrus County,AUTO,244
2907,Citrus County,AUTO,1398
2909,Citrus County,AUTO,6819
2910,Citrus County,AUTO,518
2910,Citrus County,BIKE,25
2911,Citrus County,AUTO,1715
2920,Citrus County,AUTO,3
2951,Manatee County,AUTO,547
,External,AUTO,24939
,External,BIKE,1200
,External,LONG DIST PASS,15921
,External,OTHER,14741
,External,SHUTTLE VANPOOL,139
,External,TRANSIT,2207
,External,WALK,3649
